Lender,IDs,Loan Count,Total Amount,Total Employees,Traditional
Bragg Mutual FCU,[102094],47,1077797.6099999999,137.0,0
Brannen Bank,[17190],354,22941889.470000003,3305.0,1
Branson Bank,[124508],660,30936628.700000003,4711.0,1
Brantley Bank and Trust Company,[1867],61,2763470.26,364.0,0
Bravera Bank,[52678],2227,139560703.69,14523.0,1
Breda Savings Bank,[24613],220,7603130.54,644.0,0
"Bremer Bank, National Association",[38908],11759,2042725972.0599997,216299.0,1
Brewer FCU,[97887],61,1949789.47,266.0,0
Brickyard Bank,[20534],89,14192570.14,2112.0,1
Bridge Community Bank,[25256],302,19495596.86,1867.0,1
Bridgewater Bank,[436783],1764,258723885.0,27251.0,1
BrightStar CU,[94153],206,6867300.0,912.0,0
Brighton Bank,"[72738, 66821]",463,53057516.42,6205.0,1
Bristol County Savings Bank,[33371],1707,288735477.47,29925.0,1
Broadview Federal Credit Union,[101888],1652,95307480.99,11634.0,1
Broadway National Bank,[71727],3646,535392149.52,58664.0,1
Brookline Bank,[32688],1744,315233665.28000003,29917.0,1
Bruning Bank,[42092],656,31006986.130000003,2907.0,1
Brunswick State Bank,[42094],255,4652968.05,571.0,1
Bryant Bank,[434580],1818,200115307.71999997,22832.0,1
Buckeye Community Bank,[124127],257,28720625.0,2789.0,1
Buckeye State Bank,[57488],999,108796871.45000002,13826.0,1
Buena Vista National Bank,[20478],196,7265365.45,1362.0,1
Building Trades FCU,[99599],38,1976244.4999999998,186.0,0
Builtwell Bank,[67085],3103,157283564.20000005,22263.0,1
Burke & Herbert Bank & Trust Company,[73056],1746,202207127.56,20538.0,0
Burling Bank,[112988],183,13004708.96,1294.0,1
Busey Bank,[22749],7502,1136067677.91,122998.0,1
Business Development Corporation of South Carolina,[188517],201,42056478.0,4828.0,0
"Business Resource Capital Specialty BIDCO, Inc.",[188521],36,1032720.81,119.0,0
Butte State Bank,[42098],117,2407943.59,243.0,1
Byline Bank,[21023],6245,971958017.83,115556.0,1
Byron Bank,[20369],362,24594537.09,3078.0,1
"C3Bank, National Association",[6076],969,177484279.72,18814.0,1
CASE CU,[99102],110,5895297.469999999,1154.0,0
CB&S Bank,[3228],1289,64508199.51,8941.0,0
CBI Bank & Trust,[25284],1463,89927151.8,12555.0,1
CBW Bank,[26651],666,88667998.43999998,11284.0,1
CCB Community Bank,[26],779,33620204.400000006,4516.0,1
CDC Small Business Finance Corporation,[188309],5670,272852431.34,33897.0,0
"CFBank, National Association",[78932],549,129590557.0,13901.0,0
CFCU Community CU,[101339],236,9659577.38,1383.0,0
CFG Community Bank,[121508],325,198550695.31,26819.0,0
CIBC Bank USA,[116998],4026,2414083481.33,202148.0,1
CIBM Bank,[20240],510,61807456.79999999,8441.0,1
CLB The Community Bank,[28324],720,28821106.08,3133.0,1
CNB Bank,"[59954, 45735]",3563,402372156.6,51069.0,1
"CNB Bank and Trust, National Association",[20400],1795,124276780.99999999,17075.0,0
"CNB Bank, Inc.",[74975],938,47425053.59,6303.0,1
CNB St. Louis Bank,[41298],712,95107035.21000001,10104.0,1
"CRF Small Business Loan Company, LLC",[484528],4130,641040495.5,58901.0,0
CS Bank,[4277],546,19700309.55,3124.0,1
CSE FCU,[97627],84,2636280.5,452.0,0
CTBC Bank Corp. (USA).,[5729],923,110234046.01,12527.0,0
CU Hawaii FCU,[95234],185,5664136.34,821.0,0
CUSB Bank,[24814],1013,29502153.0,3413.0,1
Cache Valley Bank,[72251],15276,1255518945.58,149824.0,1
Cadence Bank,[39848],28744,2860679356.800001,348778.0,1
CalPrivate Bank,[444953],1001,266329303.59,23616.0,1
Caldwell Bank & Trust Company,[28174],523,17218131.0,2729.0,1
California Bank of Commerce,[448557],1126,490532822.67999995,35433.0,1
California CU,[92261],881,81419738.39,9891.0,0
California FarmLink,[518021],191,4763442.3,1129.0,0
"California International Bank, A National Banking Association",[437143],169,27281923.12,3317.0,0
California Pacific Bank,[11867],53,5100623.470000001,601.0,1
California Statewide Certified Development Corporation,[188095],364,21763070.440000005,2596.0,0
Calvin B. Taylor Banking Company,[30471],917,66480222.37000001,10257.0,0
Cambridge Savings Bank,[32698],1982,379952422.63,32957.0,1
Cambridge State Bank,[36703],152,11132853.240000002,1278.0,1
Cambridge Trust Company,[32708],1843,339022974.56999993,28925.0,1
Camden National Bank,[29633],4558,335587507.44,41416.0,1
Campus FCU,[97595],189,12197983.7,1435.0,0
Campus USA CU,[94328],9,1041637.0,147.0,0
Canton Co-Operative Bank,[89294],91,4242777.41,462.0,1
Canvas CU,[93394],1154,26875977.0,4049.0,0
"Canyon Community Bank, National Association",[202881],211,49063872.29,5302.0,0
CapStar Bank,[457013],2225,309569183.17,34610.0,1
Cape Ann Savings Bank,[32738],420,27356925.060000002,3181.0,1
"Cape Fear Farm Credit, ACA",[528980],414,10090620.14,1075.0,1
Capital Area Realtors Federal Credit Union,[108804],200,5235719.0,584.0,1
"Capital Bank, National Association",[124055],2170,371311580.4700001,39123.0,1
Capital CU,[102482],408,14124276.25,1872.0,0
Capital City Bank,[17652],3339,262394171.01000005,34767.0,1
Capital Community Bank,[118477],539,70283502.96000001,8151.0,1
Capital Educators FCU,[96173],714,37591075.809999995,4060.0,0
"Capital One, National Association",[28811],24576,1761188079.7200003,207781.0,1
"Capital Plus Financial, LLC",[529472],268632,4667141411.88,283582.0,0
Capitol Bank,[119487],326,47039472.53,4172.0,1
Capitol Federal Savings Bank,[78119],1188,64959417.83,7334.0,1
Capitol National Bank,[35989],1558,142485762.21,19323.0,1
Captex Bank,[72012],193,23200237.34,2263.0,1
Carolina Bank & Trust Co.,[66176],776,86560483.56,13171.0,0
"Carolina Farm Credit, ACA",[528982],403,18925929.5,1845.0,0
"Carroll County Trust Company of Carrollton, Missouri",[40206],368,4867301.96,671.0,1
Carrollton Bank,[20425],5179,540807171.6899999,56291.0,1
Carson Bank,[26195],409,21244482.310000002,2821.0,1
Carson Community Bank,[59507],683,16903637.779999997,2424.0,1
Carter Bank & Trust,[445435],616,50640430.0,7734.0,1
Carter FCU,[97605],1759,133665066.86000003,16512.0,0
Carthage Savings and Loan National Association,[80931],27,7327400.0,648.0,0
Carver Federal Savings Bank,[87076],393,57042505.46000001,5909.0,1
Carver State Bank,[19680],147,14562960.739999998,1963.0,1
Cass Commercial Bank,[41291],450,212601095.02,24848.0,1
Castle Rock Bank,[36715],205,8807143.0,1032.0,1
Catalyst Bank,[84216],231,8344887.45,1339.0,1
Cathay Bank,[5536],3058,432563381.35999995,46321.0,1
Catholic Vantage Financial CU,[99400],46,4579279.77,640.0,0
Catlin Bank,[20442],224,9127600.0,1146.0,0
Catskill Hudson Bank,[118890],277,17505983.5,2283.0,1
Cattaraugus County Bank,[47381],181,11727400.0,1813.0,1
Cattle Bank & Trust,[42632],479,16011400.0,2469.0,1
Cayuga Lake National Bank,[46034],174,20960791.32,2245.0,1
Cecil Bank,[88670],74,3333692.3,492.0,1
Cedar Point FCU,[98050],181,6674190.36,959.0,0
Cedar Rapids Bank and Trust Company,[238179],768,187625125.0,17636.0,1
Cedar Security Bank,[42179],115,2601354.0,279.0,1
Cedar Valley Bank & Trust,[25277],168,7010615.42,993.0,1
Celtic Bank Corporation,[223542],136694,4233042867.9299994,581972.0,1
CenBank,[36693],315,8527535.9,1142.0,1
"CenTrust Bank, National Association",[440810],295,34115854.910000004,3687.0,1
Centennial Bank,"[4392, 71612, 68894]",18362,1653426639.2200003,204800.0,1
Center National Bank,[38324],323,25883138.34,2691.0,1
CenterBank,[124319],431,49816197.01,5906.0,1
Centera Bank,[26468],552,17873541.17,2258.0,1
"Centerstone SBA Lending, Inc.",[507815],2672,268636235.0,56928.0,0
Centier Bank,[24502],3630,444901469.54,50535.0,1
Centinel Bank of Taos,[45973],483,35257388.0,4877.0,1
Centra CU,[96362],554,29011700.110000003,4227.0,0
Central Bank,"[25506, 446342, 118327, 4150, 72790, 70156]",4500,484769119.94000006,55309.0,1
Central Bank & Trust,[77202],496,24529101.82,3625.0,0
Central Bank & Trust Co.,[27196],3875,571647916.9599999,62681.0,0
Central Bank Illinois,[21421],1101,59873247.739999995,7170.0,1
Central Bank of Kansas City,[40703],283,39479447.89,5208.0,1
Central Kentucky Agricultural Credit Association,[528983],1541,15193436.78,1718.0,1
Central National Bank,"[26025, 72074]",1936,169060330.25,18435.0,1
Central One FCU,[98625],274,10596358.01,919.0,0
Central Pacific Bank,[19990],11164,859146503.04,94005.0,1
Central Savings Bank,[36459],530,31388072.9,4065.0,1
Central State Bank,"[21138, 1876, 24965, 25502]",1330,78818934.81,9414.0,1
Central Valley Community Bank,[5150],1553,287889804.0,29628.0,1
Central Willamette CU,[103683],467,18051439.070000004,2573.0,0
CentreBank,[24372],95,2697830.5199999996,277.0,1
Centreville Bank,[65795],1094,107930822.58,12571.0,1
Centric FCU,[110801],177,7579883.42,1479.0,0
Centris FCU,[100545],619,17710152.59,2397.0,0
Century Bank,"[39529, 79221]",1416,175454615.07000002,20134.0,1
Century Bank & Trust,[19584],348,13380644.83,1765.0,1
Century Bank and Trust,[33709],553,39329497.879999995,4802.0,1
Century Bank of Florida,[188903],188,16597390.389999999,2081.0,1
Century Bank of Georgia,[124304],716,47172248.05,6644.0,1
Century Bank of the Ozarks,[40497],810,14230824.0,2132.0,1
Century Next Bank,[82860],625,48146704.42999999,5333.0,1
Century Savings Bank,[87134],423,58605067.11,5468.0,1
CerescoBank,[42112],78,2091458.17,258.0,1
Chaffey FCU,[91700],131,5827681.0,820.0,0
"Chain Bridge Bank, National Association",[449391],851,132749172.0,10695.0,1
Chambers Bank,[4207],223,5110899.41,587.0,1
Champion Bank,[262918],170,9008258.96,997.0,1
Champlain National Bank,[50351],460,41478062.45,4999.0,1
Charles River Bank,[85119],153,11998900.0,1442.0,1
Charlevoix State Bank,[119163],447,29539037.0,3496.0,1
Charlotte State Bank & Trust,[111979],326,20272486.58,2778.0,0
Charter Bank,"[122736, 69244]",878,76050576.33,7602.0,1
Charter Oak FCU,[93490],295,7586842.470000001,1083.0,0
CharterWest Bank,[42708],896,24402225.55,3018.0,0
Chelsea Groton Bank,[16318],994,113542526.52,12337.0,1
Chelsea Savings Bank,[24750],218,7237287.23,881.0,1
Chelsea State Bank,[33691],586,64664105.38,6839.0,1
Chemung Canal Trust Company,[47180],2033,264852272.12999997,28195.0,1
Cherokee State Bank,[24759],547,19410573.97,2425.0,1
Chesapeake Bank,[73496],1361,110941488.03999999,14543.0,1
Chessie FCU,[98066],119,3986122.0,670.0,0
Chickasaw Community Bank,[58879],813,47801906.46,4941.0,1
Chillicothe State Bank,[40232],121,5816722.54,674.0,1
"Chino Commercial Bank, N.A.",[188900],685,80275889.82000001,9262.0,0
Chippewa Valley Bank,[77046],467,35244487.22,4812.0,1
Choice Financial Group,[52934],3618,552907543.0,51884.0,1
ChoiceOne Bank,[36482],2171,250952717.2,30139.0,1
Christian Financial CU,[99368],190,17220612.83,2608.0,0
Ciera Bank,[70047],543,59852711.13,6708.0,1
"Citibank, N.A.",[49274],45875,4719739912.59,419564.0,1
Citizens & Northern Bank,[62359],2326,245929440.14000008,26427.0,1
Citizens Alliance Bank,[36731],1612,93941862.8,10543.0,1
Citizens Bank,"[69184, 66851, 40099, 76551, 59564, 41168, 70546, 26835, 39191, 25432, 23997, 66974]",7944,579344701.57,74186.0,1
Citizens Bank & Trust,"[41256, 323110]",1329,63244802.779999994,8191.0,1
Citizens Bank & Trust Co,[38252],502,40822990.72,4358.0,0
Citizens Bank & Trust Co.,[4818],322,21620299.91,2115.0,0
Citizens Bank & Trust Co. of Jackson,[27151],191,11888573.959999999,1549.0,1
Citizens Bank & Trust Company,"[28192, 26851, 41780, 42622, 29215]",2091,87680230.26,10490.0,1
"Citizens Bank & Trust Company of Vivian, Louisiana, Inc.",[29351],152,6990921.33,940.0,0
Citizens Bank Minnesota,[38679],655,38119270.97,4027.0,1
Citizens Bank and Trust,[17113],1636,160044916.23999998,21454.0,1
Citizens Bank of Americus,[17819],410,28155439.13,3731.0,1
Citizens Bank of Charleston,[40229],171,5789402.84,932.0,0
Citizens Bank of Chatsworth,[20474],369,18023191.270000003,2388.0,1
Citizens Bank of Cumberland County,[124562],82,1990323.8699999999,319.0,0
Citizens Bank of Eldon,[40440],344,5552196.680000001,760.0,1
Citizens Bank of Kansas,[26086],821,34197030.55,4477.0,1
"Citizens Bank of Kentucky, Inc.",[27689],143,13416096.450000001,1793.0,0
Citizens Bank of Lafayette,[67121],1470,52138634.58,7321.0,0
Citizens Bank of Las Cruces,[45799],1432,105895935.13,15264.0,1
Citizens Bank of Rogersville,[41257],363,12535687.04,1492.0,1
"Citizens Bank of West Virginia, Inc",[75110],610,28915936.68,4997.0,0
Citizens Bank of the Midwest,[41161],347,8198511.660000001,1037.0,1
Citizens Bank of the South,[19668],334,16559820.749999998,2445.0,1
"Citizens Bank, Inc.",[3223],188,7491902.45,1088.0,0
"Citizens Bank, National Association","[434162, 70644]",83231,7199369090.62,809198.0,1
Citizens Business Bank,[5095],6633,1712055911.59,169737.0,1
Citizens Community Bank,"[41220, 118071, 19470, 117959]",974,39623277.43000001,5518.0,1
Citizens Community Federal National Association,[108056],2475,190760166.73000002,25425.0,1
"Citizens Deposit Bank of Arlington, Inc.",[26773],276,25338126.45,2435.0,1
Citizens Equity First CU,[95448],1064,45380746.55,5881.0,0
Citizens First Bank,"[124516, 117285, 76846]",2103,177063384.5,21549.0,1
Citizens First National Bank,[25505],281,9077951.01,991.0,1
Citizens Guaranty Bank,[27140],440,10574317.22,1751.0,1
Citizens Independent Bank,[38830],291,48711721.39999999,4633.0,1
Citizens National Bank,"[68841, 69257, 69139]",2013,172301785.35,24573.0,1
Citizens National Bank of Albion,[20199],565,13942146.83,1872.0,1
Citizens National Bank of Cheboygan,[33683],451,36826229.22,5304.0,1
Citizens National Bank of Texas,[72088],2132,204778104.21,26380.0,1
"Citizens National Bank, National Association",[28121],1138,106600422.03,13539.0,1
Citizens Progressive Bank,[28175],337,9365538.83,1194.0,1
Citizens Savings Bank,"[24548, 25493, 25031]",636,15830408.49,1706.0,1
Citizens State Bank,"[71873, 72197, 69126, 25086, 21755, 71450, 42716, 36190, 25633, 71907, 69246, 77103, 25457, 75698, 70007, 42107, 68990]",6327,217245606.35,25740.0,1
Citizens State Bank Norwood Young America,[38711],463,18588798.5,1982.0,1
"Citizens State Bank and Trust Co., Ellsworth, Kansas",[25811],260,8991284.05,1098.0,1
Citizens State Bank of La Crosse,[75723],518,45306188.56,6218.0,0
Citizens State Bank of Lankin,[52873],120,2654660.0,279.0,1
Citizens State Bank of New Castle,[24059],1080,83367558.67,10269.0,1
Citizens State Bank of Roseau,[38799],448,15918277.620000001,2085.0,1
"Citizens State Bank of Waverly, Inc.",[39010],242,6333894.67,907.0,0
Citizens Tri-County Bank,[66933],1291,59141573.61,8539.0,1
Citizens Trust Bank,[17851],986,65540722.510000005,7910.0,1
Citizens and Farmers Bank,[74135],1835,135901930.45,19398.0,1
City & County CU,[99616],335,10780464.299999999,2674.0,0
City Bank,[71330],2938,306238477.47,36449.0,1
City Bank & Trust Co.,[42145],268,19492072.73,2601.0,1
City Bank and Trust Company,[28714],233,7622337.47,1079.0,0
"City First Bank, National Association",[123224],506,72158015.77,6187.0,1
City National Bank,[4924],25183,5945688298.129998,483918.0,1
City National Bank of Florida,[17124],13984,2651232486.130001,284304.0,1
City National Bank of West Virginia,[74995],3401,172552490.24,23683.0,1
City State Bank,[25318],868,56884091.04000001,5276.0,1
City of Boston CU,[98296],196,4464744.800000001,438.0,0
Civista Bank,[58322],3690,395522895.12,53554.0,1
"Clare Bank, National Association",[76671],312,9148820.0,1114.0,1
Claremont Savings Bank,[42851],318,30412625.0,3356.0,1
Clark County CU,[100585],56,7507134.0,689.0,0
Clarkson Bank,[42120],178,3808801.54,377.0,1
Classic City Bank,[531566],21,2912659.12,245.0,1
Clay County Savings Bank,[82979],91,6066539.29,1016.0,1
Clear Fork Bank National Association,[68950],755,65221822.0,8286.0,1
Clear Lake Bank & Trust Company,[24776],990,59280491.97,9049.0,0
"Clear Mountain Bank, Inc.",[74988],1265,65498146.86,8343.0,1
Clearinghouse CDFI PPP,[529371],433,21793644.340000004,2359.0,0
Clearpath FCU,[92575],197,10165061.0,1341.0,0
Clearwater FCU,[100451],842,19952674.73,3204.0,0
Clinton Savings Bank,[32749],343,42897106.78999999,5236.0,1
Co-op CU of Montevideo,[99637],859,23226329.5,2739.0,0
CoBank ACB,[194499],376,414815954.79999995,28936.0,0
Coast Central CU,[92064],646,32186139.0,4155.0,0
Coast360 FCU,[110625],506,18221792.95,3585.0,0
CoastHills CU,[93112],974,54757191.51,8162.0,0
Coastal Bank & Trust,[463909],383,17060383.58,2601.0,1
Coastal Carolina National Bank,[465420],438,46003095.2,5883.0,1
Coastal Community Bank,[121424],5603,760895410.43,69729.0,1
Coastal Heritage Bank,[89718],550,62646079.95999999,6746.0,1
Coastal States Bank,[382926],1618,296905848.67,33272.0,1
Coastal1 Credit Union,[104790],747,41512252.07,4808.0,1
Cobalt FCU,[100565],90,2776968.42,453.0,0
Coffee County Bank,[67195],226,17218883.75,2497.0,1
Cogent Bank,[123987],2145,308125282.04999995,35464.0,1
Colchester State Bank,[21143],46,726546.16,75.0,0
Collins Community CU,[96881],310,12647939.75,1857.0,0
Colony Bank,[19444],2539,189194336.03000003,28338.0,1
Colorado CU,[109088],201,7570131.76,1078.0,0
Colorado Enterprise Fund,[188439],1901,51016384.18000001,7629.0,0
Columbia Bank,[80189],4345,743690550.8600001,69010.0,1
Columbia Community CU,[107714],620,51256670.0,5414.0,0
Columbus Bank and Trust Company,[42125],529,24974810.85,2784.0,1
Column National Association,[440193],264,24234213.62,2948.0,1
Comerica Bank,[33850],20803,4920140234.010001,436808.0,1
Commencement Bank,[444842],770,157962697.38,12666.0,1
Commerce Bank,"[70698, 123411, 38108, 40781]",11234,1958237191.6299996,189319.0,1
Commerce Bank of Arizona,[266621],518,90809270.64,10038.0,0
CommerceOne Bank,[520783],146,18372260.779999997,1842.0,1
CommerceWest Bank,[238353],670,259740872.26000002,22326.0,1
Commercial Bank,"[33538, 27972, 67045, 42374, 26331, 112668]",3441,204968073.13,27778.0,1
Commercial Bank & Trust Company,[4577],267,7848089.7,1042.0,1
Commercial Bank and Trust Company,[68760],1276,97056759.69,10830.0,0
Commercial Bank of California,[323687],1454,382766804.67999995,39694.0,1
Commercial Bank of Mott,[52909],217,4575562.02,392.0,1
"Commercial Bank of Texas, N.A.",[71501],1805,125895453.36,16315.0,1
Commercial Banking Company,[120813],376,18756507.79,3207.0,1
Commercial Capital Bank,[123497],404,10826594.530000001,1873.0,1
Commercial National Bank of Texarkana,[4803],365,29986828.919999998,3739.0,1
Commercial Savings Bank,[24655],566,23512302.55,2463.0,1
Commercial State Bank,"[71569, 42702]",506,23104488.0,2872.0,1
Commercial State Bank of Wagner,[66697],643,17311798.310000002,1959.0,1
Commercial Trust Company of Fayette,[40474],238,6275112.01,1090.0,1
Commonwealth Business Bank,[433717],2239,164276729.99,23070.0,1
"Commonwealth Community Bank, Inc.",[27076],108,2026045.98,314.0,1
Commonwealth Cooperative Bank,[84347],26,2511002.98,333.0,1
Community 1st Bank Las Vegas,[45818],121,14707020.59,2155.0,1
Community 1st CU,[96901],564,18795403.42,2233.0,0
Community Bank,"[66435, 58726, 88774, 24935, 22864, 58800, 59602, 70837, 59928, 119326]",3801,230839299.06000006,28040.0,1
Community Bank & Trust-West Georgia,[19515],193,17964819.560000002,2286.0,0
Community Bank Delaware,[441170],197,21142453.18,2829.0,1
Community Bank Mankato,[38968],512,40701717.43,6061.0,1
Community Bank Owatonna,[317317],146,5749038.25,865.0,1
Community Bank and Trust,[40528],398,14541442.929999998,1969.0,1
